company_id_1,company_id_2,company_name_1,company_name_2,weight,shared_directors
centraleenergieelectrique,centraleenergieelectriquerouenchateauroux,Centrale d'Énergie électrique,"Cie Centrale d'énergie électrique, Rouen, Châteauroux",13,allard-j; boulle-l; getten; getten-m; homberg-o; janlet-l; lienart-p; poirier-h; rosenwald-g; schwob-d-hericourt-g; schwob-g; teissier-du-cros-e; walch-e
tramway,tramways,Compagnie générale française des Tramway,Compagnie Générale Française de Tramways,11,ancion-a; aug-collignon; boulle-l; burrell-c; goury-du-roslan-l; guary-l; janssen; pavie-g; renaud; rostand-j; soclet-a
cheminsfertramwaysvargard,tramways,Société des Chemins de fer et tramways du Var et du Gard,Compagnie Générale Française de Tramways,10,ancion-a; autin-j; baldous-a; boulle-l; goury-du-roslan-l; guary-l; martin-g; mechin-a; pavie-g; renaud
fraissinetmarseillaisenavigationvapeur,marseillaisenavigationvapeurfraissinet,"Compagnie FRAISSINET, Cie Marseillaise de Navigation à vapeur",Compagnie marseillaise de navigation à vapeur Fraissinet et Cie,9,chabrieres-m; dal-piaz-j; fraissinet-a; fraissinet-j; lacaze; philippar-g; piaz-d; roussel-f; tillier-p
banquemutuelleetudes,electroentreprise,"Banque mutuelle d'études, puis Banque mutuelle d'études et de crédit",L'Électro-Entreprise,9,bagues-v; candeliez-l; deleury-j; droin-g; flicoteaux-a; liouville-a; renaud-p; rhodes-f; treboul-g
energieelectrique,pyreneenneenergieelectrique,ÉNERGIE ELECTRIQUE,Société Pyrénéenne d'Énergie électrique,9,baudon-de-mony-l; de-solages; fournier-sarloveze-f; gallut; girod-de-l-ain; lacretelle-g; reille; reille-x; vadon-j
acomptedividendeimpot,tramways,Acompte sur dividende et impôt,Compagnie Générale Française de Tramways,9,ancion-van-put-a; boulle-l; cordier-g; goury-du-roslan-l; guary-l; guiffart; monmerque-a; pavie-g; rostand-j
bazacle,unionpapeteries,BAZACLE,Union française de papeteries,9,alger-a; galas; grand-quevilly; melleville; paviot; penitent; roanne; tallende; wesseling
transportsmaritimesvapeur,tronquegauche,Société générale de transports maritimes à vapeur,Tronqué à gauche,8,brenier-g; breton-g; daher-p; dufay-h; giraud-h; nunzi-a; oppermann-a; robert
industriellematerieltransport,industriellematerieltransportcimt,Compagnie Industrielle de matériel de transport,"Cie industrielle de MATÉRIEL de TRANSPORT, C.I.M.T",8,carde-g; carde-p; delvallee-g; fremaux-p; ganne-m; laurain-h; metayer-m; tiranty-p
colonies,constructionafricaine,Compagnie Générale des colonies,La Construction africaine,8,atthalin; atthalin-a; charpentier; charpentier-j; legrand-r; ph-fougerolle; rebuffel-c; roudy-a
