doc_id,pdf_url,entry_type,name_normalised,sector,country,region,year_start,year_end,title_raw
antilles-guyane-adieu-vat-bonne-aventure-0489fa,https://entreprises-coloniales.fr/antilles-guyane/Adieu-Vat+Bonne-Aventure.pdf,company,Société des mines d'or d'Adieu-Vat et Bonne-Aventure,Mines et placers,Guyane française,Antilles-Guyane,1904,1922,Adieu-Vat et Bonne-Aventure (Société des mines d'or d')(1904-1922)
antilles-guyane-aec-1922-antilles-1c51af,https://entreprises-coloniales.fr/antilles-guyane/AEC_1922-Antilles.pdf,company,Annuaire des entreprises coloniales,Documentation générale,Guadeloupe et Martinique,Antilles-Guyane,1922,,Annuaire des entreprises coloniales (1922) : Antilles
antilles-guyane-aec-1922-guyane-3ca42e,https://entreprises-coloniales.fr/antilles-guyane/AEC_1922-Guyane.pdf,company,Annuaire des entreprises coloniales,Documentation générale,Guyane française,Antilles-Guyane,1922,,Annuaire des entreprises coloniales (1922) : Guyane
antilles-guyane-aec-1926-antilles-2cba86,https://entreprises-coloniales.fr/antilles-guyane/AEC_1926-Antilles.pdf,company,Annuaire des entreprises coloniales,Documentation générale,Guadeloupe et Martinique,Antilles-Guyane,1926,,Annuaire des entreprises coloniales (1926) : Antilles et Guyane
antilles-guyane-aec-1926-miquelon-ba986f,https://entreprises-coloniales.fr/antilles-guyane/AEC_1926-Miquelon.pdf,company,Annuaire des entreprises coloniales,Documentation générale,Saint-Pierre et Miquelon,Antilles-Guyane,1926,,Annuaire des entreprises coloniales (1926) : Saint-Pierre et Miquelon
antilles-guyane-aec-1937-antilles-7846fa,https://entreprises-coloniales.fr/antilles-guyane/AEC_1937-Antilles.pdf,company,Annuaire des entreprises coloniales,Documentation générale,Guadeloupe et Martinique,Antilles-Guyane,1937,,Annuaire des entreprises coloniales (1937) : Antilles
antilles-guyane-aec-1937-guyane-d9e67e,https://entreprises-coloniales.fr/antilles-guyane/AEC_1937-Guyane.pdf,company,Annuaire des entreprises coloniales,Documentation générale,Guyane française,Antilles-Guyane,1937,,Annuaire des entreprises coloniales (1937) : Guyane
antilles-guyane-aec-1937-miquelon-0ee2cd,https://entreprises-coloniales.fr/antilles-guyane/AEC_1937-Miquelon.pdf,company,Annuaire des entreprises coloniales,Documentation générale,Saint-Pierre et Miquelon,Antilles-Guyane,1937,,Annuaire des entreprises coloniales (1937) : Saint-Pierre et Miquelon
antilles-guyane-aec-1951-antilles-dc8253,https://entreprises-coloniales.fr/antilles-guyane/AEC_1951-Antilles.pdf,company,Annuaire des entreprises coloniales,Documentation générale,Guadeloupe et Martinique,Antilles-Guyane,1951,,Annuaire des entreprises coloniales (1951) : Antilles
antilles-guyane-aec-1951-guyane-37a4b1,https://entreprises-coloniales.fr/antilles-guyane/AEC_1951-Guyane.pdf,company,Annuaire des entreprises coloniales,Documentation générale,Guyane française,Antilles-Guyane,1951,,Annuaire des entreprises coloniales (1951) : Guyane
antilles-guyane-agricole-itapeva-3f064c,https://entreprises-coloniales.fr/antilles-guyane/Agricole_Itapeva.pdf,company,Exploitation agricole d’Itapeva,,Brésil,Antilles-Guyane,,,Exploitation agricole d’Itapeva
antilles-guyane-ann-indus-1925-guyane-fe996d,https://entreprises-coloniales.fr/antilles-guyane/Ann._indus._1925-Guyane.pdf,company,Annuaire industriel,Documentation générale,Guyane française,Antilles-Guyane,1925,,Annuaire industriel (1925) : sociétés guyanaises et administrateurs. Ingénieurs.
antilles-guyane-aurifere-et-agricole-approuague-e934b5,https://entreprises-coloniales.fr/antilles-guyane/Aurifere_et_agricole_Approuague.pdf,company,"Compagnie de l'Approuague, puis Compagnie aurifère et agricole l'Approuague",Mines et placers,Guyane française,Antilles-Guyane,1857,,"Approuague (Compagnie de l')(1857), puis Compagnie aurifère et agricole l'Approuague (1863)"
antilles-guyane-cacba-a68dcb,https://entreprises-coloniales.fr/antilles-guyane/CACBA.pdf,company,Compagnie Agricole et Commerciale du Bas-Amazone,,Brésil,Antilles-Guyane,1907,,Agricole et Commerciale du Bas-Amazone (Compagnie)(CACBA)(1907) : hévéa
antilles-guyane-caoutchoucs-de-l-orenoque-0aee9d,https://entreprises-coloniales.fr/antilles-guyane/Caoutchoucs_de_l_Orenoque.pdf,company,Compagnie des Caoutchoucs de l’Orénoque,,Venezuela,Antilles-Guyane,1900,1903,Caoutchoucs de l’Orénoque (Compagnie des)(1900-1903)
antilles-guyane-caoutchoucs-du-caroni-36e917,https://entreprises-coloniales.fr/antilles-guyane/Caoutchoucs_du_Caroni.pdf,company,Société des Caoutchoucs du Caroni,,Venezuela,Antilles-Guyane,1901,1903,Caoutchoucs du Caroni (Société des)(1901-1903)
antilles-guyane-cie-commerciale-des-guyanes-52caae,https://entreprises-coloniales.fr/antilles-guyane/Cie_commerciale_des_Guyanes.pdf,company,"Compagnie Commerciale des Guyanes à Daniel et Fermine, en République indépendante de Guyane annexée en 1900 par le Brésil",Commerce,Guyane française,Antilles-Guyane,1898,,"Commerciale des Guyanes (Compagnie)(1898) à Daniel et Fermine, en République indépendante de Guyane annexée en 1900 par le Brésil"
antilles-guyane-cie-electrique-guyane-frse-e49ce6,https://entreprises-coloniales.fr/antilles-guyane/Cie_electrique_Guyane_frse.pdf,company,Compagnie Électrique de la Guyane française,Divers,Guyane française,Antilles-Guyane,,,Électrique de la Guyane française (Compagnie)(1903-108)
antilles-guyane-cie-frse-du-mataroni-1196dd,https://entreprises-coloniales.fr/antilles-guyane/Cie_frse_du_Mataroni.pdf,company,"Cie Française du Mataroni, puis Cie des mines d'or de la Guyane française",Mines et placers,Guyane française,Antilles-Guyane,1912,,"Française du Mataroni (Cie)(1912), puis Cie des mines d'or de la Guyane française (1926) : or"
antilles-guyane-cie-generale-la-mana-bd5656,https://entreprises-coloniales.fr/antilles-guyane/Cie_generale_la_Mana.pdf,company,Compagnie Générale de la Mana,Mines et placers,Guyane française,Antilles-Guyane,1883,1893,Générale de la Mana (Compagnie)(1883-1893)
antilles-guyane-cie-sucriere-antilles-28eee8,https://entreprises-coloniales.fr/antilles-guyane/Cie_sucriere_Antilles.pdf,company,Compagnie Sucrière des Antilles,Divers,Guadeloupe et Martinique,Antilles-Guyane,1889,,Sucrière des Antilles (Compagnie)(1889)
antilles-guyane-coloniale-agricole-miniere-980aab,https://entreprises-coloniales.fr/antilles-guyane/Coloniale_Agricole+Miniere.pdf,company,Société Coloniale Agricole et Minière,Mines et placers,Guyane française,Antilles-Guyane,,,Coloniale Agricole et Minière (Société)(SCAM)
antilles-guyane-coloniale-de-tonnellerie-ac1754,https://entreprises-coloniales.fr/antilles-guyane/Coloniale_de_Tonnellerie.pdf,company,Compagnie Coloniale de Tonnellerie,Divers,Guyane française,Antilles-Guyane,1927,,"Coloniale de Tonnellerie (Compagnie)(1927), Cayenne"
antilles-guyane-commerciale-antilles-frses-cdec14,https://entreprises-coloniales.fr/antilles-guyane/Commerciale_Antilles_frses.pdf,company,Compagnie Commerciale des Antilles françaises Fréd. Tanon et Cie,Divers,Guadeloupe et Martinique,Antilles-Guyane,,,"Commerciale des Antilles françaises Fréd. Tanon et Cie (Compagnie) : Guyane, Martinique"
antilles-guyane-comptoirs-generaux-guyane-c10cf5,https://entreprises-coloniales.fr/antilles-guyane/Comptoirs_generaux_Guyane.pdf,company,"Comptoirs généraux de la Guyane, puis Comptoirs généraux des colonies",Commerce,Guyane française,Antilles-Guyane,,,"Comptoirs généraux de la Guyane, puis Comptoirs généraux des colonies"
antilles-guyane-comptoirs-hesse-3c9017,https://entreprises-coloniales.fr/antilles-guyane/Comptoirs_Hesse.pdf,company,Comptoirs Hesse et Cie,Commerce,Guyane française,Antilles-Guyane,,,Comptoirs Hesse et Cie
antilles-guyane-credit-foncier-bresil-c656c4,https://entreprises-coloniales.fr/antilles-guyane/Credit_foncier_Bresil.pdf,company,groupe Bouilloux-Lafont Crédit foncier du Brésil,,Brésil,Antilles-Guyane,,,"Crédit foncier du Brésil (déc. 1906)(groupe Bouilloux-Lafont) : diversification au Maroc (1921), en AOF (1929), prise de contrôle par la Banque de l'Indochine (1947)"
