person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
munich-p,Munich,Paul Munich,5,5,8,vice_president,1931,1937,Divers; Documentation générale
munich-j,Munich,Jean Munich,5,5,7,administrateur_delegue,1931,1937,Divers; Documentation générale
weiss-p-paul,Weiss,Paul Weiss; Paul Weiss. 4,5,5,6,president,1931,1937,Divers; Documentation générale
de-bondeli-e,de Bondeli,Édouard de Bondeli,4,4,6,administrateur,1931,1937,Divers; Documentation générale
derouet-m,Derouet,Maurice Derouet,4,4,6,administrateur,1931,1937,Divers; Documentation générale
incertains-r,incertains,Renseignements incertains,4,4,5,administrateur,1929,1937,Divers; Documentation générale; Mines et placers
hamon-j,Hamon,J. Hamon; Jean Hamon,4,4,5,administrateur,1929,1937,Divers; Documentation générale; Mines et placers
micard-e,Micard,E. Micard; Étienne Micard,3,3,8,administrateur,1920,1940,Divers; Documentation générale
legasse-l-louis,Légasse,Louis Légasse,3,3,5,administrateur,1926,1937,Documentation générale
comet-p,Comet,Pierre Comet,3,3,5,administrateur,1937,1951,Documentation générale; Mines et placers
jarry-r-robert,Jarry,Robert Jarry,3,3,4,administrateur,1931,1937,Divers; Documentation générale
jarry-p,Jarry,Pierre Jarry,3,3,4,administrateur,1931,1937,Divers; Documentation générale
hourcade-m,Hourcade,Hourcade; Maurice Hourcade,3,3,3,administrateur,1926,1937,Documentation générale
muller-e-edouard,Muller,Edouard Muller; Édouard Muller,3,3,3,administrateur,1908,1909,Commerce; Mines et placers
troplong-e,TROPLONG,E. Troplong; Ed TROPLONG; Troplong,2,2,14,administrateur,1878,1920,Mines et placers
raoul-duval-e,Raoul-Duval,E. Raoul-Duval,2,2,11,administrateur,1913,1950,Divers; Documentation générale
allain-m,Allain,Maurice Allain,2,2,11,administrateur,1911,1953,
tillier,Tillier,Tillier,2,2,9,administrateur,1879,1914,Mines et placers
durand-smet-j,Durand-Smet,Durand-Smet; J. Durand-Smet; Joseph Durand- Smet,2,2,8,administrateur,1931,1950,Divers; Documentation générale
micard-g,Micard,G. Micard; Gaston Micard,2,2,7,administrateur,1913,1933,Divers; Documentation générale
micard-j,Micard,J. Micard; Jean Micard,2,2,6,administrateur,1913,1931,Divers; Documentation générale
ungauer-l,Ungauer,L. Ungauer; Louis Ungauer; Ungauer,2,2,6,president,1912,1929,Documentation générale; Mines et placers
kapferer-c,Kapferer,C. Kapferer; Ch. Kapferer; Charles Kapferer,2,2,5,administrateur,1913,1927,Divers; Documentation générale
pelissier-tanon-c,Pelissier-Tanon,Charles Pelissier-Tanon; Charles Pélissier-Tanon,2,2,5,administrateur,1924,1951,Divers; Documentation générale
frezier-e,Frezier,E. Frezier,2,2,5,administrateur,1926,1933,
dujardin-beaumetz-f,Dujardin-Beaumetz,Dujardin-Beaumetz; F. Dujardin-Beaumetz,2,2,5,president,1906,1917,Mines et placers
chopy,Chopy,Chopy,2,2,5,administrateur,1906,1920,Mines et placers
hebert,Hébert,Hébert,2,2,5,administrateur,1906,1920,Mines et placers
vincent,Vincent,Vincent,2,2,5,administrateur,1906,1920,Mines et placers
chapuy-p,Chapuy,P. Chapuy; Paul Chapuy,2,2,4,administrateur,1920,1931,Divers; Documentation générale
robert-g-gustave,Robert,Gustave Robert,2,2,4,administrateur,1913,1927,Divers; Documentation générale
hirsch-h,Hirsch,H. Hirsch; H. Hirsch6,2,2,4,administrateur,1922,1955,Commerce; Documentation générale
kiener-l,Kiener,L. Kiener; Louis Kiener,2,2,4,administrateur,1921,1927,Documentation générale; Mines et placers
clanis-g,Clanis,G. Clanis; Gaston Clanis,2,2,4,administrateur,1919,1930,Divers; Documentation générale
fay-j,Faÿ,Jacques Faÿ,2,2,4,administrateur,1931,1937,Divers; Documentation générale
jameau-j,Jameau,J. Jameau,2,2,4,president,1929,1937,Divers; Documentation générale; Mines et placers
lamer-l,Lamer,Louis Lamer,2,2,4,administrateur,1951,1951,Documentation générale; Mines et placers
gratieux-g,Gratieux,G. Gratieux,2,2,4,administrateur_delegue,1931,1940,
portal-j,Portal,J. Portal,2,2,4,administrateur,1933,1948,
tanon-a-albert,Tanon,Albert Tanon,2,2,3,president,1922,1937,Documentation générale
bertin,Bertin,Bertin,2,2,3,administrateur,1920,1922,Divers; Documentation générale
jacquesson-r,Jacquesson,Jacquesson,2,2,3,administrateur,1920,1922,Divers; Documentation générale
hanhart-t,Hanhart,Hanhart,2,2,3,administrateur,1920,1922,Divers; Documentation générale
pfister-b,Pfister,Pfister,2,2,3,administrateur,1920,1922,Divers; Documentation générale
unne,Unné,Unné,2,2,3,administrateur,1920,1922,Divers; Documentation générale
reisser-e,Reisser,Edmond Reisser,2,2,3,president,1930,1937,Divers; Documentation générale
roy-m,Roy,Marc Roy,2,2,3,president,1930,1937,Divers; Documentation générale
representee-par-m-jacques-fay,représentée par M. Jacques Faÿ,représentée par M. Jacques Faÿ,2,2,3,administrateur,1937,1937,Divers; Documentation générale
le-quesne-r,Le Quesne,Raymond Le Quesne,2,2,3,administrateur,1931,1937,Divers; Documentation générale
boutrouille-a,Boutrouille,A. Boutrouille; Auguste Boutrouille,2,2,3,president,1937,1951,Documentation générale; Mines et placers
legasse-a,Légasse,A. Légasse; Arnaud Légasse,2,2,3,administrateur,1937,1937,Documentation générale
pelissier-tanon-g,Pélissier-Tanon,Guy Pélissier-Tanon,2,2,3,administrateur,1924,1951,Divers; Documentation générale
tanon-c,Tanon,Claude Tanon,2,2,3,administrateur,1924,1951,Divers; Documentation générale
grandet-h,Grandet,H. Grandet; Henri Grandet,2,2,3,president,1937,1945,
chappey-m,Chappey,Chappey,2,2,3,administrateur,1937,1945,
walther,Walther,Walther,2,2,2,administrateur,1920,1922,Divers; Documentation générale
papin-beaufond-t,Papin-Beaufond,Tomy Papin-Beaufond,2,2,2,president,1922,1922,Documentation générale
picard-j,Picard,Jacques Picard,2,2,2,administrateur,1922,1922,Documentation générale
dain-c,Dain,Camille Dain,2,2,2,administrateur,1922,1922,Documentation générale
clement,Clément,Clément,2,2,2,administrateur,1927,1937,Documentation générale
besson-l-leon,Besson,Léon Besson,2,2,2,administrateur,1913,1927,Divers; Documentation générale
schnegg-j,Schnegg,Jacques Daniel Schnegg; Schnegg,2,2,2,administrateur,1927,1927,Documentation générale
arnaud-legasse,Arnaud-Légasse,Arnaud-Légasse,2,2,2,administrateur_delegue,1926,1926,Documentation générale
pepin-p,Pépin,Pierre Pépin,2,2,2,administrateur_delegue,1926,1926,Documentation générale
