company_id_1,company_id_2,period,weight,shared_directors
industrielleexportationextremeorient,mmhbaudonmonygrenierjchaussonpboyegpincemin,1914_1929,12,baudon-de-mony-x; begue-l; boye-p; chaumeil-j; chausson-j; ducamp-a; gouvy; grenier-a-anselme; klehe-r; millie-g; pincemin; subra-r
minieremetallurgiqueindochine,minieremetallurgiqueindochinemineschodienfonderiezincquangyen,1914_1929,11,bault-g; belugou-l; de-sincay-e; hauzeur-l; jeancard-p; le-bret-j; lecuvre-f; ledoux-f; merigeault-e; robellaz-f; vincent-a
energieelectriqueindochinoise,indochinoiseelectricite,1914_1929,9,allain; allain-m; chaumier; chaumier-a; devaux-p-paul; hermenier; hermenier-g; homberg-o; plante-a
energieelectriqueindochinoise,tramways,1914_1929,9,allain; allain-m; baron-r-roger; chaumier; chaumier-a; dervieu; dervieu-p; hermenier; hermenier-g
distilleriesindochine,marchandisescoursroute,1914_1929,8,boyaval-l; calmette; chapsal; d-hericourt-s; fontaine-a; homberg-o; perreau; thion-de-la-chaume
caoutchoucsindochine,soccaoutchoucindochine,1914_1929,7,bergougnan-r-raymond; bernard-f; cibot-p; clerc-l; hallet-a; homberg-o; thion-de-la-chaume-r-rene
eauxelectriciteindochine,energieelectriqueindochinoise,1914_1929,7,allain; allain-m; chaumier-a; devaux-p-paul; hermenier-g; homberg-o; plante-a
eauxelectriciteindochine,indochinoiseelectricite,1914_1929,7,allain; allain-m; chaumier-a; devaux-p-paul; hermenier-g; homberg-o; plante-a
entreprisesasiatiques,socentreprisesasiatiques,1914_1929,7,alphonse-hyacinthe-fondere; benedic-colonel-de-la-legion-etrangere-e; chef-de-cabinet-de-lyautey; e-travaux-dans-les-colonies; favre-g; gendre-de-william-guynet; porte-p
administration,indochinoiseculturestropicales,1914_1929,7,d-ursel-a; d-ursel-f; de-laboulaye-e; deschars-l; guesde-p; rueff-g; vannier-j
banqueindochine,tabacsindochine,1914_1929,6,homberg; homberg-a; homberg-o; simon; simon-s; stern-e
caoutchoucsindochinelocninh,soccaoutchoucindochine,1914_1929,6,bernard-f; cibot-p; clerc-l; goutet-p; hallet-a; homberg-o
indochinoiseelectricite,socindochinoiseelectricite,1914_1929,6,allain-m; chaumier-a; devaux-p-paul; homberg-o; mettetal-f; plante-a
indochinoisecommerceagriculturefinance,sicaf,1914_1929,6,blaess-w; censeur-bfci; fontaine-l-leonard; grisar-a; lambert-e; poirson-c
commercialeindochine,rizeriesindochinoises,1914_1929,6,ed-worms; michel-c; rauzy-p-paul; ville-e; ville-p; worms-e
rizeriesextremeorient,rizeriesindochinoises,1914_1929,6,gigandet-e; michel-c; rauzy-p-paul; ville-e; ville-p; worms-e
indochinoiseelectricite,tramways,1914_1929,6,allain; allain-m; chaumier; chaumier-a; hermenier; hermenier-g
caoutchoucsindochine,caoutchoucsindochinelocninh,1914_1929,5,bernard-f; cibot-p; clerc-l; hallet-a; homberg-o
dubreuilh,energieelectriqueindochinoise,1914_1929,5,devaux-p-paul; hebre-e; hermenier-g; homberg-o; plante-a
