person_id,company_id,n_observations,first_year,last_year,top_role,is_board_seat
grande-rue-de-monplaisir,1923clovistreboz,1,1926,1926,commissaire_aux_comptes,0
lombardet-c,1923clovistreboz,2,1923,1926,administrateur,1
sarrey-a,1923clovistreboz,2,1923,1926,administrateur,1
treboz-c,1923clovistreboz,2,1923,1926,administrateur,1
viennois-f,1923clovistreboz,2,1923,1926,administrateur,1
atthalin-a,abattoirsmunicipauxindustrielsmaroc,2,1920,1925,administrateur,1
braunschvig-g,abattoirsmunicipauxindustrielsmaroc,3,1920,1926,administrateur,1
cotte-l-ludovic,abattoirsmunicipauxindustrielsmaroc,4,1920,1938,administrateur,1
dal-piaz-j,abattoirsmunicipauxindustrielsmaroc,3,1920,1926,administrateur,1
de-caqueray-g,abattoirsmunicipauxindustrielsmaroc,3,1925,1938,administrateur,1
de-montgolfier-j-joseph,abattoirsmunicipauxindustrielsmaroc,3,1920,1926,administrateur,1
gerard-e-emile,abattoirsmunicipauxindustrielsmaroc,3,1920,1926,administrateur,1
godard-l,abattoirsmunicipauxindustrielsmaroc,3,1920,1938,president,1
godart-l,abattoirsmunicipauxindustrielsmaroc,1,1925,1925,president,1
gompel-h,abattoirsmunicipauxindustrielsmaroc,1,1920,1920,administrateur,1
gompel-r-robert,abattoirsmunicipauxindustrielsmaroc,3,1925,1938,administrateur,1
jordan-p,abattoirsmunicipauxindustrielsmaroc,4,1920,1938,administrateur,1
katz-m,abattoirsmunicipauxindustrielsmaroc,3,1925,1938,administrateur,1
lacoin-g,abattoirsmunicipauxindustrielsmaroc,4,1920,1938,administrateur,1
marches-au-maroc,abattoirsmunicipauxindustrielsmaroc,1,1925,1925,president,1
poirson-l,abattoirsmunicipauxindustrielsmaroc,1,1920,1920,administrateur,1
roudy-a,abattoirsmunicipauxindustrielsmaroc,2,1926,1938,president,1
tabard-t,abattoirsmunicipauxindustrielsmaroc,2,1925,1926,president,1
yver-de-la-bruchollerie,abattoirsmunicipauxindustrielsmaroc,1,1925,1925,president,1
atthalin-a,abattoirsmunicipauxmaroc,2,1922,1927,administrateur,1
braunschvig-g,abattoirsmunicipauxmaroc,2,1922,1927,administrateur,1
cotte-l-ludovic,abattoirsmunicipauxmaroc,2,1922,1927,administrateur,1
dal-piaz-j,abattoirsmunicipauxmaroc,2,1922,1927,administrateur,1
de-caqueray-g,abattoirsmunicipauxmaroc,2,1922,1927,administrateur,1
de-montgolfier-j-joseph,abattoirsmunicipauxmaroc,2,1922,1927,administrateur,1
gerard-e-emile,abattoirsmunicipauxmaroc,2,1922,1927,administrateur,1
godard-l,abattoirsmunicipauxmaroc,2,1922,1927,president,1
gompel-r-robert,abattoirsmunicipauxmaroc,2,1922,1927,administrateur,1
jordan-p,abattoirsmunicipauxmaroc,2,1922,1927,administrateur,1
katz-m,abattoirsmunicipauxmaroc,2,1922,1927,administrateur,1
lacoin-g,abattoirsmunicipauxmaroc,2,1922,1927,administrateur,1
alimentation,abrahamhalmnahon,1,1926,1926,administrateur,1
kuhn-p,abrahamhalmnahon,1,1926,1926,administrateur,1
pichard-g,abrahamhalmnahon,1,1926,1926,administrateur,1
charbaut-c,administration,1,1937,1937,administrateur,1
duvernoy-g,administration,1,1937,1937,administrateur,1
fabre-luce-p,administration,1,1937,1937,administrateur,1
walter-j-jacques,administration,1,1937,1937,administrateur_delegue,1
walter-j-jean,administration,1,1937,1937,president,1
barbie-j,africaine,1,1937,1937,administrateur,1
domec-b,africaine,1,1937,1937,administrateur,1
godard-m,africaine,1,1937,1937,administrateur,1
hieret-j,africaine,1,1937,1937,administrateur,1
mimard-p,africaine,1,1937,1937,administrateur,1
brun-a,africaineagricoleminiere,2,1951,1969,administrateur,1
chenivesse-a,africaineagricoleminiere,2,1951,1969,administrateur,1
demnati-l,africaineagricoleminiere,2,1951,1969,administrateur,1
lyautey-p,africaineagricoleminiere,2,1951,1969,administrateur,1
merillon-p,africaineagricoleminiere,3,1930,1937,administrateur,1
modiano-a,africaineagricoleminiere,2,1951,1969,administrateur,1
peretti-a,africaineagricoleminiere,2,1951,1969,administrateur,1
pernot-g,africaineagricoleminiere,3,1930,1937,administrateur,1
quinchez-b,africaineagricoleminiere,2,1951,1969,administrateur,1
richoux-g,africaineagricoleminiere,1,1930,1930,administrateur,1
schiff-giorgini-g,africaineagricoleminiere,5,1930,1969,administrateur_delegue,1
caron-p,africaineappareilsmanutention,1,1919,1919,president,1
