person_id,company_id,n_observations,first_year,last_year,top_role,is_board_seat
beynis-e,aboisso,2,1932,1963,administrateur,1
bord,aboisso,1,1932,1932,administrateur,1
bourceret-p,aboisso,1,1963,1963,administrateur,1
bretigniere-m,aboisso,1,1932,1932,president,1
deloffre-g,aboisso,2,1932,1963,administrateur_delegue,1
deveaud-p,aboisso,1,1932,1932,administrateur,1
faucheux-j,aboisso,1,1963,1963,administrateur,1
faure-a,aboisso,1,1932,1932,administrateur,1
gachot-r,aboisso,1,1963,1963,president,1
guibert-g,aboisso,1,1932,1932,administrateur,1
guibert-g-georges,aboisso,1,1963,1963,president_directeur_general,1
holtzcherer-p,aboisso,1,1932,1932,administrateur,1
joyel-faure-a,aboisso,1,1963,1963,administrateur,1
lambert,aboisso,1,1963,1963,administrateur,1
lemaitre-r,aboisso,1,1963,1963,administrateur,1
oudinot-p,aboisso,1,1963,1963,administrateur,1
ratheau-m,aboisso,1,1963,1963,administrateur,1
sitri-e,aboisso,1,1963,1963,administrateur,1
thube-a,aboisso,1,1932,1932,president,1
victor-g,aboisso,1,1932,1932,administrateur,1
alf-meyer,acajouscoteivoire,1,1929,1929,administrateur_delegue,1
donnefort-m,acajouscoteivoire,2,1926,1929,administrateur_delegue,1
meyer-a,acajouscoteivoire,1,1926,1926,administrateur_delegue,1
michenot-e,acajouscoteivoire,2,1926,1929,administrateur,1
weber-j,acajouscoteivoire,2,1926,1929,president,1
zafiropulo-d,acajouscoteivoire,2,1926,1929,vice_president,1
zafiropulo-g,acajouscoteivoire,2,1926,1929,administrateur,1
hoffmann-a,actionjouissance,1,1929,1929,administrateur,1
juliard-h,actionjouissance,1,1921,1921,administrateur_delegue,1
levy-g,actionjouissance,1,1929,1929,administrateur,1
marguet-a,actionjouissance,2,1921,1929,administrateur,1
merle,actionjouissance,1,1921,1921,administrateur,1
mizraki-m,actionjouissance,1,1929,1929,administrateur,1
vivier-e,actionjouissance,1,1921,1921,administrateur,1
a-a-cowan,africaine,1,1926,1926,administrateur,1
batty-j,africaine,1,1926,1926,administrateur,1
beazley-e,africaine,1,1926,1926,administrateur,1
benedic-e,africaine,1,1926,1926,administrateur,1
berton-a,africaine,6,1922,1937,administrateur,1
bollaert-l,africaine,4,1910,1926,president,1
brussel-j,africaine,3,1929,1933,administrateur,1
chabert-h,africaine,2,1922,1922,administrateur,1
chabert-i,africaine,1,1926,1926,administrateur,1
congo,africaine,2,1926,1951,administrateur,1
de-regis-g,africaine,1,1958,1958,president,1
de-regis-j,africaine,1,1958,1958,administrateur,1
dromel-p,africaine,3,1929,1933,administrateur,1
dutheil-de-la-rochere-m,africaine,1,1910,1910,administrateur,1
enneking,africaine,1,1945,1945,administrateur,1
fondere-a,africaine,1,1926,1926,administrateur,1
fourneau-a,africaine,1,1926,1926,administrateur,1
frorup-i,africaine,1,1951,1951,administrateur,1
gaudart-j,africaine,3,1951,1953,president,1
georges-h,africaine,1,1910,1910,administrateur,1
grey-w,africaine,1,1926,1926,administrateur,1
guynet-w,africaine,1,1926,1926,president,1
hutchinson-h,africaine,1,1926,1926,administrateur,1
lehideux-h,africaine,2,1931,1933,administrateur,1
lehideux-j,africaine,1,1937,1937,administrateur,1
lehideux-p,africaine,3,1931,1937,administrateur,1
lepine-p,africaine,1,1958,1958,administrateur,1
liver-building-r,africaine,1,1926,1926,administrateur,1
liverpool,africaine,1,1926,1926,administrateur,1
lutscher-f,africaine,1,1926,1926,administrateur,1
maraval-v,africaine,1,1910,1910,administrateur,1
me-neill-h,africaine,1,1926,1926,administrateur,1
millet-a,africaine,3,1945,1953,administrateur,1
nicholl-w,africaine,1,1926,1926,administrateur,1
osvalt-j,africaine,5,1945,1953,administrateur,1
pickeringjones-j,africaine,1,1926,1926,administrateur,1
pierre-c,africaine,1,1926,1926,administrateur,1
ricroch-c,africaine,2,1929,1931,administrateur,1
rowland-hughes-t,africaine,1,1926,1926,administrateur,1
schreder,africaine,5,1929,1945,administrateur,1
schreder-j,africaine,5,1945,1953,administrateur,1
stuart-m,africaine,1,1926,1926,administrateur,1
tardy-e,africaine,1,1958,1958,administrateur,1
tardy-p,africaine,1,1958,1958,administrateur,1
thureau-dangin-p,africaine,5,1922,1931,administrateur,1
tunnicliffe-j,africaine,1,1926,1926,administrateur,1
vigouroux-l,africaine,1,1926,1926,administrateur,1
weber-j,africaine,1,1926,1926,administrateur,1
auriol,africainearmement,1,1938,1938,administrateur,1
charignon-p,africainearmement,1,1951,1951,administrateur,1
desprez-h,africainearmement,1,1938,1938,president,1
desprez-y,africainearmement,1,1951,1951,president,1
machart-m,africainearmement,1,1938,1938,administrateur,1
mayoussier-h,africainearmement,1,1938,1938,administrateur,1
perrachon-j,africainearmement,1,1951,1951,directeur_general,0
pierret-j-jean,africainearmement,1,1951,1951,administrateur,1
pilliard-m,africainearmement,2,1938,1951,administrateur,1
a-s,africaineassurancesf,1,1963,1963,administrateur,1
chavanel,africaineassurancesf,1,1963,1963,administrateur,1
clarck-a,africaineassurancesf,1,1963,1963,administrateur,1
freres-s-a-m,africaineassurancesf,1,1963,1963,administrateur,1
goulon-direction-techn-p,africaineassurancesf,1,1963,1963,administrateur,1
messageries-du-senegal-s-a,africaineassurancesf,1,1963,1963,administrateur,1
petersen-v,africaineassurancesf,1,1963,1963,administrateur,1
butruille-p,africainebutruillemallon,1,1963,1963,president_directeur_general,1
mallon-c,africainebutruillemallon,1,1963,1963,administrateur,1
mallon-h,africainebutruillemallon,1,1963,1963,administrateur,1
benard,africainecommerce,1,1920,1920,administrateur,1
benard-m,africainecommerce,4,1920,1926,administrateur,1
delmas,africainecommerce,1,1920,1920,administrateur,1
delmas-p-philippe,africainecommerce,1,1920,1920,administrateur,1
frere,africainecommerce,1,1920,1920,administrateur,1
frere-m,africainecommerce,3,1920,1922,administrateur,1
lejeune-h,africainecommerce,1,1926,1926,vice_president,1
levy,africainecommerce,1,1920,1920,administrateur,1
levy-e-edmond,africainecommerce,4,1920,1926,administrateur,1
oudot-l,africainecommerce,1,1926,1926,directeur_general,0
pauline-j,africainecommerce,1,1920,1920,administrateur,1
paulme-j,africainecommerce,3,1922,1926,administrateur,1
ph-delmas,africainecommerce,3,1922,1926,president,1
barancourt-r,africainecommercecommission,1,1951,1951,gerant,0
mathivet-f,africainecommercecommission,1,1951,1951,gerant,0
blaise-a,africaineentreprises,1,1926,1926,administrateur,1
brichaux-l,africaineentreprises,1,1926,1926,administrateur,1
foucault-d,africaineentreprises,1,1926,1926,administrateur,1
lescop-p,africaineentreprises,1,1926,1926,administrateur,1
morosini-s,africaineentreprises,1,1926,1926,administrateur,1
paris-j-joseph,africaineentreprises,1,1926,1926,administrateur,1
crespin-g,africaineentrepriseshydrauliques,1,1963,1963,administrateur,1
el-hadj-mamadou-assane-n-daye,africaineentrepriseshydrauliques,1,1963,1963,administrateur,1
griesel-p,africaineentrepriseshydrauliques,1,1963,1963,administrateur,1
hottinguer-j,africaineentrepriseshydrauliques,1,1963,1963,administrateur,1
ouzilleau-p,africaineentrepriseshydrauliques,1,1963,1963,administrateur,1
pinset-m,africaineentrepriseshydrauliques,1,1963,1963,directeur_general,0
cochain-m,africaineetablissementsrondon,1,1963,1963,gerant,0
brossette-f,africaineetsbrossette,1,1963,1963,president,1
brossette-h,africaineetsbrossette,1,1963,1963,administrateur,1
cartier-f,africaineetsbrossette,1,1963,1963,administrateur,1
cofiba,africaineetsbrossette,1,1963,1963,administrateur,1
dede-p,africaineetsbrossette,1,1963,1963,administrateur,1
feuga,africaineetsbrossette,1,1963,1963,administrateur,1
lacroix-p,africaineetsbrossette,1,1963,1963,administrateur,1
valor-s,africaineetsbrossette,1,1963,1963,administrateur,1
gaudart,africaineetudescommercialesindustrielles,1,1975,1975,administrateur,1
mandois-e,africaineetudescommercialesindustrielles,1,1975,1975,administrateur,1
masmejean,africaineetudescommercialesindustrielles,1,1975,1975,administrateur,1
n-b-c,africaineetudescommercialesindustrielles,1,1975,1975,administrateur,1
catrice-a,africaineexploitationbrevetseries,1,1963,1963,gerant,0
deville-p,africaineexploitationbrevetseries,1,1963,1963,directeur,0
passart-h,africaineexploitationbrevetseries,1,1963,1963,directeur,0
hallet-r,africainefinanciereagricole,1,1937,1937,president,1
japhet-e,africainefinanciereagricole,3,1937,1963,administrateur,1
lavagne-d-ortigue-j,africainefinanciereagricole,1,1937,1937,administrateur,1
lejeune-c,africainefinanciereagricole,3,1937,1963,administrateur,1
operation-de-douane,africainefinanciereagricole,1,1963,1963,administrateur,1
pirlet-l,africainefinanciereagricole,1,1951,1951,administrateur,1
rodier-g,africainefinanciereagricole,2,1951,1963,administrateur,1
schoofs,africainefinanciereagricole,2,1951,1963,president,1
schoofs-m,africainefinanciereagricole,1,1937,1937,administrateur,1
smekens-a,africainefinanciereagricole,2,1951,1963,administrateur,1
superville-m,africainefinanciereagricole,1,1937,1937,administrateur,1
bourceret-p,africaineforestiereallumettes,1,1943,1943,administrateur,1
bussy-a-andre,africaineforestiereallumettes,1,1943,1943,president,1
chatot-j,africaineforestiereallumettes,1,1943,1943,directeur_general,0
duperon-p,africaineforestiereallumettes,1,1943,1943,administrateur,1
maspero-p,africaineforestiereallumettes,1,1943,1943,secretaire,0
robert-j-jean,africaineforestiereallumettes,1,1943,1943,administrateur,1
de-floris-g,africainefruitiereimportation,1,1929,1929,president,1
de-floris-j,africainefruitiereimportation,1,1929,1929,administrateur_delegue,1
parents-de-dominique,africainefruitiereimportation,1,1929,1929,administrateur,1
bouyssou-j,africainegrandstravauxest,1,1963,1963,administrateur,1
dupont-ferrier-p,africainegrandstravauxest,1,1963,1963,administrateur,1
schuurmans,africainegrandstravauxest,1,1963,1963,administrateur,1
valette-m,africainegrandstravauxest,1,1963,1963,administrateur,1
vichot-j,africainegrandstravauxest,1,1963,1963,administrateur_delegue,1
william-b,africainegrandstravauxest,1,1963,1963,president,1
delannoy-r,africainemagasinagetransit,1,1963,1963,president,1
letuvee-p,africainemagasinagetransit,1,1963,1963,administrateur,1
marchand-j,africainemagasinagetransit,1,1963,1963,administrateur,1
de-breteuil-c,africainepubliciteeditionsfrancaises,1,1943,1943,gerant,0
delaporte-a,africainerepresentation,1,1937,1937,administrateur,1
lecomte-a,africainerepresentation,1,1937,1937,administrateur,1
lecomte-m,africainerepresentation,1,1937,1937,president,1
chanove-j-jean,africainerepresentationsindustriellescommerciales,1,1963,1963,administrateur,1
d-hombres-h,africainerepresentationsindustriellescommerciales,1,1963,1963,administrateur,1
de-bressieux-r,africainerepresentationsindustriellescommerciales,1,1963,1963,administrateur,1
huet-r,africainerepresentationsindustriellescommerciales,1,1963,1963,president,1
dutheil-de-la-rochere-m,africainesisal,1,1932,1932,administrateur,1
halna-du-fretay-c,africainesisal,1,1932,1932,administrateur,1
herve-le-grand,africainesisal,1,1932,1932,administrateur,1
jacques-r-doumic,africainesisal,1,1932,1932,president,1
de-lyee-de-boileau-f,africainesisaloyenbamparrufisque,1,1932,1932,administrateur,1
doumic-j,africainesisaloyenbamparrufisque,2,1930,1932,administrateur,1
dutheil-de-la-rochere-m,africainesisaloyenbamparrufisque,3,1930,1935,administrateur,1
froment-guieysse-g,africainesisaloyenbamparrufisque,2,1930,1932,administrateur,1
halna-du-fretay-c,africainesisaloyenbamparrufisque,1,1935,1935,administrateur,1
herve-le-grand,africainesisaloyenbamparrufisque,1,1935,1935,administrateur,1
heurtaux-varsavaux-g,africainesisaloyenbamparrufisque,2,1930,1932,administrateur,1
jacques-r-doumic,africainesisaloyenbamparrufisque,1,1935,1935,president,1
martin-s,africainesisaloyenbamparrufisque,1,1930,1930,administrateur,1
reisser-e,africainesisaloyenbamparrufisque,2,1930,1932,administrateur,1
simon-m,africainesisaloyenbamparrufisque,1,1932,1932,administrateur,1
vereecken-h,africainesisaloyenbamparrufisque,2,1930,1932,administrateur,1
loubet-m,africainetransportsautomobiles,1,1943,1943,gerant,0
africaine-de-constructions-aeronautiques-s,africainetransportstropicaux,1,1963,1963,administrateur,1
bailly-r,africainetransportstropicaux,1,1963,1963,administrateur,1
escoffier-p,africainetransportstropicaux,1,1963,1963,administrateur,1
estienne-g,africainetransportstropicaux,1,1963,1963,president,1
immobiliere-des-relais-africains-s,africainetransportstropicaux,1,1963,1963,administrateur,1
roques-j-jacques,africainetransportstropicaux,1,1963,1963,administrateur,1
ste-de-gerance-des-hotels,africainetransportstropicaux,1,1963,1963,administrateur,1
ste-des-produits-du-tchad,africainetransportstropicaux,1,1963,1963,administrateur,1
ed-arthur-beazley,africaneasterntradecorporationltdroyalliverbuildingliverpool,1,1922,1922,administrateur,1
grey-w,africaneasterntradecorporationltdroyalliverbuildingliverpool,1,1922,1922,administrateur,1
henly-batty-j,africaneasterntradecorporationltdroyalliverbuildingliverpool,1,1922,1922,administrateur,1
hutchinson-h,africaneasterntradecorporationltdroyalliverbuildingliverpool,1,1922,1922,administrateur,1
mc-neill-h,africaneasterntradecorporationltdroyalliverbuildingliverpool,1,1922,1922,administrateur,1
miller-b,africaneasterntradecorporationltdroyalliverbuildingliverpool,1,1922,1922,administrateur,1
nicholl-w,africaneasterntradecorporationltdroyalliverbuildingliverpool,1,1922,1922,administrateur,1
pickering-jones-j,africaneasterntradecorporationltdroyalliverbuildingliverpool,1,1922,1922,administrateur,1
stuart-m,africaneasterntradecorporationltdroyalliverbuildingliverpool,1,1922,1922,administrateur,1
th-rowland-hughes,africaneasterntradecorporationltdroyalliverbuildingliverpool,1,1922,1922,administrateur,1
tunnicliffe-j,africaneasterntradecorporationltdroyalliverbuildingliverpool,1,1922,1922,administrateur,1
adm-mm-lubin-dubois,afrique,1,1925,1925,president,1
boussenot-g,afrique,5,1911,1938,administrateur,1
boussenot-l,afrique,1,1925,1925,president,1
castaincau-e,afrique,1,1926,1926,administrateur,1
casteineau-e,afrique,2,1938,1938,president,1
davillier,afrique,1,1926,1926,administrateur,1
delaquis-l,afrique,3,1911,1925,administrateur_delegue,1
dubois-l,afrique,1,1911,1911,administrateur,1
en-afrique-occidentale-c,afrique,3,1925,1938,president,1
etc-exploitation-de-tous-produits,afrique,1,1925,1925,president,1
etc-exportation-de-tous-produits,afrique,2,1938,1938,president,1
fontaine-a,afrique,5,1922,1938,vice_president,1
gorgeu,afrique,2,1938,1938,president,1
gorgeu-m,afrique,1,1926,1926,president,1
halais-c,afrique,1,1911,1911,administrateur,1
huilerie,afrique,2,1938,1938,president,1
jarre-g,afrique,1,1911,1911,administrateur,1
joubert-de-la-mothe-p,afrique,2,1911,1922,administrateur,1
lecocq-e,afrique,1,1911,1911,administrateur,1
plantey,afrique,2,1911,1938,administrateur,1
plantey-j,afrique,2,1922,1925,president,1
plantey-m,afrique,3,1922,1926,vice_president,1
poupard-l,afrique,1,1911,1911,administrateur,1
stearinerie-a-begles,afrique,3,1925,1938,president,1
th-hollande,afrique,3,1926,1938,president,1
belle-sur-de-jean-neuhaus,afriquecentraleoccidentale,1,1963,1963,administrateur,1
du-peuty-j,afriquecentraleoccidentale,1,1937,1937,administrateur,1
du-peuty-p,afriquecentraleoccidentale,1,1937,1937,administrateur,1
jean-h-sonolet-ep-alberte-gueugnier,afriquecentraleoccidentale,1,1963,1963,administrateur,1
louis-h-sonolet,afriquecentraleoccidentale,2,1937,1963,president,1
plagelat-l,afriquecentraleoccidentale,1,1937,1937,administrateur,1
sur-de-jean-gueugnier,afriquecentraleoccidentale,1,1963,1963,administrateur,1
becq-a,afriquecongo,1,1937,1937,administrateur,1
benedic-e-edouard,afriquecongo,1,1937,1937,president,1
beulque-g,afriquecongo,1,1922,1922,administrateur,1
clairouin-a,afriquecongo,1,1922,1922,administrateur,1
fondere-a-alphonse,afriquecongo,1,1922,1922,administrateur,1
fourneau-a,afriquecongo,1,1922,1922,administrateur,1
grard-h,afriquecongo,1,1922,1922,administrateur,1
guynet-d,afriquecongo,1,1937,1937,administrateur_delegue,1
guynet-w,afriquecongo,1,1922,1922,president,1
lutscher-f,afriquecongo,1,1922,1922,administrateur,1
merlet-e,afriquecongo,1,1922,1922,administrateur,1
pierre-c,afriquecongo,2,1922,1937,administrateur,1
vigouroux-l,afriquecongo,2,1922,1937,administrateur,1
weber-j,afriquecongo,1,1922,1922,administrateur,1
artaud-a-adrien,afriqueoccidentale,1,1926,1926,administrateur,1
b-n,afriqueoccidentale,1,1937,1937,administrateur,1
barety-l,afriqueoccidentale,2,1937,1951,administrateur,1
bohn-f,afriqueoccidentale,1,1922,1922,administrateur,1
cazalet-e,afriqueoccidentale,1,1926,1926,administrateur,1
cyprien-fabre-p,afriqueoccidentale,3,1926,1951,administrateur,1
dareste-p,afriqueoccidentale,2,1926,1937,administrateur,1
de-cazalet-e,afriqueoccidentale,1,1937,1937,vice_president,1
decron-c,afriqueoccidentale,2,1937,1951,administrateur_delegue,1
decron-francois-charles-roux-h,afriqueoccidentale,1,1951,1951,administrateur,1
guithard-a,afriqueoccidentale,2,1937,1951,president,1
le-cesne-j,afriqueoccidentale,1,1926,1926,president,1
le-cesne-j-julien,afriqueoccidentale,1,1922,1922,administrateur,1
loyrette-h,afriqueoccidentale,1,1951,1951,administrateur,1
maillat-h,afriqueoccidentale,2,1926,1937,administrateur,1
mathon-e,afriqueoccidentale,1,1926,1926,administrateur_delegue,1
mitaranga-g,afriqueoccidentale,1,1951,1951,administrateur,1
mitaranga-m,afriqueoccidentale,1,1937,1937,administrateur,1
pourriere-a,afriqueoccidentale,1,1926,1926,administrateur,1
vidor-j,afriqueoccidentale,2,1937,1951,administrateur,1
zarifi-p,afriqueoccidentale,1,1926,1926,vice_president,1
bouffe-g,agenceabidjan,1,1963,1963,administrateur,1
commerciale-d-affretements-s,agenceabidjan,1,1963,1963,administrateur,1
davillier-j,agenceabidjan,1,1963,1963,administrateur,1
dugue-p,agenceabidjan,1,1963,1963,administrateur,1
fossorier-r,agenceabidjan,1,1963,1963,administrateur,1
halle-e,agenceabidjan,1,1963,1963,directeur,0
legendre-r,agenceabidjan,1,1963,1963,administrateur,1
lemaignen-r,agenceabidjan,1,1963,1963,president,1
merville-j,agenceabidjan,1,1963,1963,administrateur,1
moreau-neret-a,agenceabidjan,1,1963,1963,administrateur,1
rambaud-r-rene,agenceabidjan,1,1963,1963,directeur_general,0
roux-j,agenceabidjan,1,1963,1963,administrateur,1
juliard-h,agencehavre,1,1932,1932,directeur,0
plagelat-l,agencehavre,1,1932,1932,administrateur,1
ratheau-m,agencehavre,1,1932,1932,president,1
delmas-p-pierre,agencerepresentationcoteivoire,1,1949,1949,gerant,0
popoff-a,agencerepresentationcoteivoire,1,1949,1949,gerant,0
