person_id,company_id,n_observations,first_year,last_year,top_role,is_board_seat
allegre-l,airunion,1,1927,1927,administrateur,1
arene-l,airunion,1,1927,1927,administrateur,1
bahon-m,airunion,1,1927,1927,administrateur,1
bonnet-g,airunion,1,1927,1927,administrateur,1
breguet-l,airunion,1,1927,1927,administrateur,1
caquet-a,airunion,1,1927,1927,administrateur,1
devies-m,airunion,1,1927,1927,administrateur,1
et-ernest-roume,airunion,1,1927,1927,administrateur,1
giraud-h,airunion,1,1927,1927,administrateur,1
malcolm-i,airunion,1,1927,1927,administrateur,1
margot-m,airunion,1,1927,1927,administrateur,1
philippar-g,airunion,1,1927,1927,administrateur,1
renault-l,airunion,1,1927,1927,administrateur,1
bachi-l,anciensetablissementsbairdusinesfrancorussespetrograd,1,1912,1912,administrateur,1
bacle-l,anciensetablissementsbairdusinesfrancorussespetrograd,3,1914,1920,administrateur,1
blount-h,anciensetablissementsbairdusinesfrancorussespetrograd,1,1912,1912,administrateur,1
boutan,anciensetablissementsbairdusinesfrancorussespetrograd,1,1912,1912,administrateur,1
dubreuilh-c,anciensetablissementsbairdusinesfrancorussespetrograd,3,1914,1920,administrateur,1
germain-f,anciensetablissementsbairdusinesfrancorussespetrograd,2,1917,1920,administrateur,1
guerin,anciensetablissementsbairdusinesfrancorussespetrograd,4,1912,1920,administrateur,1
houdaille,anciensetablissementsbairdusinesfrancorussespetrograd,2,1914,1917,administrateur,1
laurent-t,anciensetablissementsbairdusinesfrancorussespetrograd,2,1917,1920,administrateur,1
marrel-j,anciensetablissementsbairdusinesfrancorussespetrograd,4,1912,1920,administrateur,1
marrel-l,anciensetablissementsbairdusinesfrancorussespetrograd,4,1912,1920,administrateur,1
martin,anciensetablissementsbairdusinesfrancorussespetrograd,2,1912,1920,administrateur,1
patart-h,anciensetablissementsbairdusinesfrancorussespetrograd,1,1920,1920,administrateur,1
perrin-j,anciensetablissementsbairdusinesfrancorussespetrograd,1,1912,1912,administrateur,1
