company_id_1,company_id_2,period,weight,shared_directors
mineszaghouan,minieredjebellorbeus,1914_1929,9,clerc-l; damour-a; desforges-adm-ac-rombas-p; dreux-a; gerini-d; michel-c; pdt-nanceienne-cic; riollot-j; tricon-m
salinesdjibouti,salinesdjiboutimadagascar,1914_1929,4,guesde-p; homberg-o; jambon-c; mingois-g
africainearmement,foncierafricain,1914_1929,3,bouffe-g; marceron-m; savon-a
salinesdjibouti,salinesdjiboutisfaxmadagascar,1914_1929,3,homberg-o; jambon-c; mingois-g
salinesdjiboutimadagascar,salinesdjiboutisfaxmadagascar,1914_1929,3,homberg-o; jambon-c; mingois-g
mineszaghouan,mineszincainnouba,1914_1929,2,duceux-o; duval-f
etablissementsluchaire,fichet,1914_1929,2,naples; sofia
minesalgerietunisieomnium,minesdjebelhallouf,1914_1929,2,adm-mm-e-michenot; bourdillon-l
boujaber,velvetrum,1914_1929,1,gerard-p
djebeldjerissa,gafsa,1914_1929,1,bordet-l
feutresrok,fichet,1914_1929,1,mulhouse
fichet,velvetrum,1914_1929,1,alexandrie
minesalgerietunisieomnium,minesgarnalfaya,1914_1929,1,juge-a
foncieretunisie,minesdjebelressas,1914_1929,1,urruty-f
mineszaghouan,tunisiennecultures,1914_1929,1,clerc-l
minieredjebellorbeus,tunisiennecultures,1914_1929,1,clerc-l
mineszaghouan,minierekanguet,1914_1929,1,riollot-j
minieredjebellorbeus,minierekanguet,1914_1929,1,riollot-j
gafsa,minierebazina,1914_1929,1,champin
foncieretunisie,tunisiennephosphatesdjebelmdilla,1914_1929,1,fitoussi-e
boujaber,minieredjebellorbeus,1914_1929,1,arlet-j
foncierafricain,portstunissoussesfax,1914_1929,1,loutrel-j
fermiereminessidibouaouane,minierekanguet,1914_1929,1,boissier
fermiereminessidibouaouane,minessidibouaouane,1914_1929,1,biver
phosphatestunisiens,portstunissoussesfax,1930_1944,6,administrateurs-direct-a-tunis; berengier-m; boulle-l; dollfus-j; exploitation-des-ports-de-tunis; loutrel-j
auget,bazina,1930_1944,6,a-walewski; adm-mm-champin; e-weiss; f-robellaz; heurteau-c; mine-de-plomb-au-djebel-bazina
milazzo,minesdjebelressas,1930_1944,4,adm-mm-andre-boscher; f-ledoux; f-urruty; tupin-galene-g
phosphatescheminfergafsa,phosphatestunisiens,1930_1944,3,administrateurs-direct-a-tunis; berengier-m; exploitation-des-ports-de-tunis
phosphatescheminfergafsa,portstunissoussesfax,1930_1944,3,administrateurs-direct-a-tunis; berengier-m; exploitation-des-ports-de-tunis
minesfedjeladoum,tabourin,1930_1944,3,adm-mm-h-chabert; choppin-de-janvry-j; f-faure
escande,menzeldjemil,1930_1944,2,gittens-w; zafiropulo-d
escande,metallurgiquetunisie,1930_1944,2,gittens-w; zafiropulo-d
escande,phosphatescheminfergafsa,1930_1944,2,davis-e; zafiropulo-d
menzeldjemil,metallurgiquetunisie,1930_1944,2,gittens-w; zafiropulo-d
