doc_id,pdf_url,entry_type,name_normalised,sector,country,region,year_start,year_end,title_raw
afrique-du-nord-merite-agricole-aef-b88139,https://entreprises-coloniales.fr/afrique-du-nord/Merite_agricole-AEF.pdf,source_document,Mérite agricole,Documents généraux (par ordre chronologique),Afrique équatoriale française,Afrique equatoriale francaise,,,Mérite agricole : titulaires aeéfiens
afrique-equatoriale-adef-port-gentil-485761,https://entreprises-coloniales.fr/afrique-equatoriale/ADEF-Port-Gentil.pdf,company,"S.A., 1929 Anciens Établissements A. Defaye",Agro-alimentaire,Gabon,Afrique equatoriale francaise,,,"Anciens Établissements A. Defaye (Société anonyme congolaise des)(ADEF)(S.A., 1929), Port-Gentil : import-export, exploitation forestière"
afrique-equatoriale-aec-1922-aef-cameroun-8e0ebc,https://entreprises-coloniales.fr/afrique-equatoriale/AEC_1922-AEF-Cameroun.pdf,source_document,Annuaire des entreprises coloniales 1922,Documents généraux (par ordre chronologique),Afrique équatoriale française,Afrique equatoriale francaise,,,Annuaire des entreprises coloniales 1922 : AEF+Cameroun
afrique-equatoriale-aec-1926-aef-cameroun-855b28,https://entreprises-coloniales.fr/afrique-equatoriale/AEC_1926-AEF-Cameroun.pdf,source_document,Annuaire des entreprises coloniales 1926,Documents généraux (par ordre chronologique),Afrique équatoriale française,Afrique equatoriale francaise,,,Annuaire des entreprises coloniales 1926 : AEF+Cameroun
afrique-equatoriale-aec-1937-aef-cameroun-7a7058,https://entreprises-coloniales.fr/afrique-equatoriale/AEC_1937-AEF-Cameroun.pdf,source_document,Annuaire des entreprises coloniales 1937,Documents généraux (par ordre chronologique),Afrique équatoriale française,Afrique equatoriale francaise,,,Annuaire des entreprises coloniales 1937 : AEF+Cameroun
afrique-equatoriale-aec-1951-aef-cameroun-6d0821,https://entreprises-coloniales.fr/afrique-equatoriale/AEC_1951-AEF-Cameroun.pdf,source_document,Annuaire des entreprises coloniales 1951,Documents généraux (par ordre chronologique),Afrique équatoriale française,Afrique equatoriale francaise,,,Annuaire des entreprises coloniales 1951 : AEF+Cameroun
afrique-equatoriale-afic-bbb628,https://entreprises-coloniales.fr/afrique-equatoriale/AFIC.pdf,company,"L'Afrique foncière, industrielle et commerciale",Sociétés commerciales,Congo-Brazzaville ou Moyen-Congo,Afrique equatoriale francaise,1928,1931,"Afrique foncière, industrielle et commerciale (L')(AFIC)(1928-1931)"
afrique-equatoriale-africaine-de-placages-90981c,https://entreprises-coloniales.fr/afrique-equatoriale/Africaine_de_placages.pdf,company,Société Africaine de placages,Industrie,Gabon,Afrique equatoriale francaise,1939,1967,"Africaine de placages (Société)(1939-1967), Port-Gentil"
afrique-equatoriale-afrique-et-congo-e23e20,https://entreprises-coloniales.fr/afrique-equatoriale/Afrique_et_Congo.pdf,company,Afrique et Congo,Banques et groupes financiers,Afrique équatoriale française,Afrique equatoriale francaise,,,"Afrique et Congo : AEF, Dahomey, Sénégal, Soudan français, Algérie, Maroc, Pyrénées…"
afrique-equatoriale-afrique-miniere-equat-9cd569,https://entreprises-coloniales.fr/afrique-equatoriale/Afrique_miniere_equat.pdf,company,Afrique minière équatoriale,Mines,Congo-Brazzaville ou Moyen-Congo,Afrique equatoriale francaise,1921,1934,Afrique minière équatoriale (1921-1934)
