company_id,name,sectors,n_ties,n_directors,first_year,last_year
miniereoubanghioriental,Compagnie Minière de l'Oubanghi oriental,Banques et groupes financiers; Documents généraux (par ordre chronologique),130,58,1928,1968
minierecongo,Cie Minière du Congo français,Documents généraux (par ordre chronologique); Mines,80,53,1922,1951
forestieresanghaoubangui,Compagnie Forestière Sangha-Oubangui,Banques et groupes financiers; Documents généraux (par ordre chronologique),88,50,1912,1953
waagfrereslacanenghe,"Waag frères, lac Anenghé",Documents généraux (par ordre chronologique),81,49,1937,1937
entreprisesagricolesplantations,ENTREPRISES AGRICOLES PLANTATIONS,Documents généraux (par ordre chronologique),75,48,1937,1937
boiscoloniaux,Compagnie générale des Bois coloniaux,Banques et groupes financiers; Documents généraux (par ordre chronologique),94,47,1922,1951
exploitationsforestieresafricaines,Compagnie Exploitations forestières africaines,Documents généraux (par ordre chronologique); Industrie,86,46,1920,1959
plantationspalmeraiesogooue,Cie générale des Plantations et palmeraies de l'Ogooué,Agro-alimentaire; Documents généraux (par ordre chronologique),100,45,1928,1959
equatorialemines,Compagnie Équatoriale de mines,Banques et groupes financiers; Documents généraux (par ordre chronologique),70,42,1927,1953
cotonniereequatoriale,Cie cotonnière équatoriale française,Banques et groupes financiers; Documents généraux (par ordre chronologique),102,41,1929,1953
commercialeindustrielleagricolehautogooue,"Société commerciale, industrielle et agricole du Haut-Ogooué",Documents généraux (par ordre chronologique); Industrie,98,40,1912,1951
companhiamossamedes,Companhia de Mossamédès,,82,39,1912,1937
industriellebasogooue,Société Industrielle du Bas-Ogooué,Documents généraux (par ordre chronologique); Industrie,58,38,1920,1926
proprietairekouilouniari,Compagnie Propriétaire du Kouilou-Niari,Documents généraux (par ordre chronologique); Sociétés commerciales,71,35,1902,1937
messageriesfluvialescongo,Messageries fluviales du Congo,Banques et groupes financiers; Documents généraux (par ordre chronologique),51,35,1901,1929
transportsoubanguicameroun,"Société de Transports Oubangui-Cameroun, puis Société des transports ouest-centrafricains",Banques et groupes financiers; Documents généraux (par ordre chronologique),44,31,1935,1951
financierecongo,Société financière du Congo français,Banques et groupes financiers; Documents généraux (par ordre chronologique),38,31,1928,1956
afriquecongo,Afrique et Congo,Banques et groupes financiers; Documents généraux (par ordre chronologique),53,30,1909,1953
