company_id_1,company_id_2,period,weight,shared_directors
commercialeagricolemaroc,leoncegiraud,1914_1929,19,bimbeloterie; bornac-f; cereales-victor-lombroso; chocolat; ciment; construct; drap; epicerie-victor-khiat; export-cire; export-cuirs; export-gommes; favre-e; import; minoterie; pharmaceutiques-paul-guenois-p; semoulerie-r-schmitz; sucre; tissus; varame-j
abattoirsmunicipauxindustrielsmaroc,abattoirsmunicipauxmaroc,1914_1929,12,atthalin-a; braunschvig-g; cotte-l; dal-piaz-j; de-caqueray-g; de-montgolfier-j; gerard-e; godard-l; gompel-r; jordan-p; katz-m; lacoin-g
manutentionmarocaine,portfedhala,1914_1929,12,bargmann-l; dureault-h; estier; gorchs-chacou-f; guerard; hersent; mesnier-j; paquet; perouse; piaz-d; savon; tanon
cheminsfermaroc,energieelectriquemaroc,1914_1929,11,atthalin-a; breaud-h; cordier-g; courcelle-j; griolet-g; heurteau-e; mange-a; margot-m; mauris-l; verge-c; wibratte-l
marocainecharbonsbriquettes,portfedhala,1914_1929,11,aicard-p; bouffe-g; callaghan-j; dal-piaz-j; dureault-h; gorchs-chacou-f; hersent; hersent-j; mesnier-j; piaz-d; plisson-e
marocainetransittransportatlantide,portfedhala,1914_1929,11,alex-murat; daher-g; hersent-g; lefevre-l; massena-a; murat-c; potron-e; smitt-v; sonnery; vivet-p; weisweiller-j
chargeursmarocains,chauxcimentsmateriauxconstructionmaroc,1914_1929,10,berthet; braunschvig; duboin-j; ferrant; godard; gompel-p; gompel-r; hailaust-g; katz; rabut
briqueteriesfedhala,portfedhala,1914_1929,10,hersent-g; huart-p; lefebvre-l; lefevre-l; petitjean-l; prince-ch-murat; prince-charles-murat; prince-d-essling; prince-gerome-murat; thomas-g
etudesmarocainescommerceagriculturemines,portfedhala,1914_1929,10,bayart-j; chautard-p; claus-g; delcroix-a; g-hersent; heuzey-c; marchand-e; petit-e; piot; pouyer-j
cheminsfermaroc,francoespagnolecheminfertangerfez,1914_1929,9,atthalin-a; e-du-marais; e-heurteau-pdt-marine-homecourt; ganderax-e; griolet-g; heurteau-e; masson-r; perouse-d; saint-rene-taillandier-g
deville,marocainedistributioneaugazelectricite,1914_1929,9,atthalin-a; cabaud-c; g-pichard; godard-l; mondollot; nozal; otto-p; petsche-a; postel-vinay-a
distributioneaugazelectricite,marocainedistributioneaugazelectricite,1914_1929,9,atthalin-a; cabaud-c; godard-l; mondollot; nozal; otto-p; pichard-g; postel-vinay-a; siegler-j
portsmarocains,portsmarocainsmehedyakenitrasalerabat,1914_1929,9,aug-galtier; chagnaud-l; dayde-h; godard-l; homberg-o; marchal-c; ph-fougerolle; rebuffel-c; vincent-l
atlantide,marocainetransittransportatlantide,1914_1929,9,daher-g; hersent-g; lefevre-l; massena-a; murat-c; potron-e; smitt-v; vivet-p; weisweiller-j
atlantide,portfedhala,1914_1929,9,daher-g; hersent-g; lefevre-l; massena-a; murat-c; potron-e; smitt-v; vivet-p; weisweiller-j
deville,distributioneaugazelectricite,1914_1929,8,atthalin-a; cabaud-c; godard-l; mondollot; nozal; otto-p; postel-vinay-a; rebufflel-c
constructioncivile,marocaineentrepriseimmobilieremobiliere,1914_1929,8,dehollain-j; desprez-h; godard-l; hackenberger-p; lange-o; leclerc-g; mill-l; roudy-a
immobilierelyonnaisemarocaine,immobilierelyonnaisemarocainechezmmasbanquiercondrieu,1914_1929,8,admin-p-a-mas; b-fornas; du-marais-frere-d-emile-p; j-jarlot; jaugot-a; joannard-a; silvestre-j; viornery-p
marocaineimmeublesurbains,nordmarocain,1914_1929,8,bagnis-g; barbecot-g; charbonnel-l; eug-berenger; giraudon-g; lorenzy-j; mir-l; roland-h
etablissementsluchaire,machinesagricolesrwallut,1914_1929,8,amiens; etc-appareils-de-laiteries-fourches; georges-jean-marie-hofman; lacroix-succursales-c; q-st-jean; rte-de-mediouna; strasbourg; wallut-r
francoespagnolecheminfertangerfez,maroc,1914_1929,7,atthalin-a; celier-a; crozier-p; e-du-marais; griolet-g; masson-r; ph-crozier
chargeursmarocains,chauxcimentsmateriauxconstruction,1914_1929,7,berthet; duboin-j; ferrant; godard; gompel-p; gompel-r; katz
chauxcimentsmateriauxconstruction,chauxcimentsmateriauxconstructionmaroc,1914_1929,7,berthet; duboin-j; ferrant; godard; gompel-p; gompel-r; katz
industriellecommercialeadoursebou,stearineriemarocaine200,1914_1929,7,camille; conseil-mm-camille-perriquet; deville; menuiserie; perriquet-e; vins-vengud; waddington-r
entrepotsfrigorifiquesafriquenord,portfedhala,1914_1929,6,dal-piaz-j; guibert; hersent; hersent-j; mesnier-j; piaz-d
parfumerieparisfiorquartieriatffoctobre,parisflor,1914_1929,6,bonan-f; maarec-e; massena-a; murat-c; pce-d-essling; s-ettedgui-i
francomarocainefedhala,portfedhala,1914_1929,6,barbet-a; bertrand-l; hersent-g; hersent-j; michel-cote-c; thomas-g
metallurgiqueminierefrancomarocaine,mignon,1914_1929,6,arlet-j; dreux-a; guerreau-a; guy-de-wendel; nicou-p; raty-j
abattoirsmunicipauxindustrielsmaroc,huileriesmaghreb,1914_1929,5,atthalin-a; braunschvig-g; godard-l; gompel-r; katz-m
abattoirsmunicipauxindustrielsmaroc,moulinsmaghreb,1914_1929,5,atthalin-a; godard-l; gompel-r; katz-m; roudy-a
abattoirsmunicipauxmaroc,huileriesmaghreb,1914_1929,5,atthalin-a; braunschvig-g; godard-l; gompel-r; katz-m
cheminfertangerfez,francoespagnolecheminfertangerfez,1914_1929,5,atthalin-a; crozier-p; ganderax-e; heurteau-e; perouse-d
energieelectriquemaroc,entreprisesmaroc,1914_1929,5,atthalin-a; bourrellis-l; cordier-g; giros-a; rebuffel-c
huileriesmaghreb,moulinsmaghreb,1914_1929,5,atthalin-a; godard-l; gompel-r; katz-m; wormser-a
entrepotsfrigorifiquesafriquenord,marocainecharbonsbriquettes,1914_1929,5,dal-piaz-j; hersent; hersent-j; mesnier-j; piaz-d
entreprisemaritimecommerciale,makanghia,1914_1929,5,blanchet-a; dal-piaz-j; daurces-a; tanon-a; tillier-p
chauxcimentsmateriauxconstructionmaroc,moulinsmaghreb,1914_1929,5,godard-l; gompel-p; gompel-r; katz; roudy-a
etudesconstructions,parismaroc,1914_1929,5,gompel-g; gompel-p; gompel-r; katz-m; prevot-e
manutentionmarocaine,marocainecharbonsbriquettes,1914_1929,5,dureault-h; gorchs-chacou-f; hersent; mesnier-j; piaz-d
cherifiennecolonisation,immobilierecasablanca,1914_1929,5,hornung-j; lepel-cointet-g; piot; piot-m; van-den-ven-p
mobiliereimmobilierefrancomarocaine,parfumerieparisfiorquartieriatffoctobre,1914_1929,5,bonan-f; maarec-e; massena-a; murat-c; s-ettedgui-i
