company_id,name,sectors,n_ties,n_directors,first_year,last_year
nickel,Société Le Nickel,Documentation générale (par ordre chronologique); Mines et métallurgie,152,76,1882,1953
kerrmy,Société Kerr-My,Documentation générale (par ordre chronologique),54,53,1932,1932
phosphatesoceanie,Compagnie française des Phosphates de l'Océanie,Documents généraux; Sociétés,170,43,1921,1953
petrolesshellilesfrancaisespacifique,Société des pétroles Shell des îles françaises du Pacifique,Documents généraux,48,36,1937,1951
frsephosphatesoceanie,Cie frse des PHOSPHATES de l'OCÉANIE,Sociétés,32,25,1925,1938
nouvelleshebrides,Société française des Nouvelles-Hébrides,Documentation générale (par ordre chronologique); Entreprises diverses,34,24,1922,1959
comptoirsoceanie,Comptoirs français d’Océanie,Documents généraux; Sociétés,40,22,1918,1926
etablissementsballande,Établissements Ballande,Autres sociétés; Documentation générale (par ordre chronologique),67,21,1919,1951
francotahitienne,Compagnie Franco-Tahitienne,Documents généraux; Sociétés,47,21,1922,1926
comptoirsnouvelleshebrides,Comptoirs français des Nouvelles-Hébrides,Documentation générale (par ordre chronologique); Entreprises diverses,43,21,1924,1951
concessionnaireportpapeete,Cie concessionnaire du port de Papeete,Documents généraux; Sociétés,37,21,1922,1926
colonialeilesbanks,Compagnie Coloniale des îles Banks,Documentation générale (par ordre chronologique); Entreprises diverses,31,21,1928,1951
ouaco,Sté de Ouaco,Autres sociétés; Documentation générale (par ordre chronologique),36,19,1922,1951
caledonia,Calédonia,Mines et métallurgie,29,19,1931,1936
tahiti,Compagnie Française de Tahiti,Documents généraux; Sociétés,39,18,1914,1951
ilespacifique,Société Française des îles du Pacifique,Documentation générale (par ordre chronologique); Entreprises diverses,29,15,1930,1951
havraisecaledonienne,Sté havraise calédonienne,Documentation générale (par ordre chronologique),18,14,1922,1926
chrome,Société Le Chrome,Documentation générale (par ordre chronologique); Mines et métallurgie,26,12,1932,1951
agricoleminierenouvelleshebrides,Compagnie Agricole et minière des Nouvelles-Hébrides,Entreprises diverses,19,12,1926,1926
colonialeetablissementsnhagen,Compagnie coloniale des Établissements N. Hagen,Entreprises diverses,16,12,1927,1927
colonialevate,Compagnie Coloniale de Vaté,Entreprises diverses,13,12,1927,1927
nouvelleshebridesgeneralitesnouvelleshebrides,Société Française des Nouvelles-Hébrides . — Généralités sur les Nouvelles-Hébrides,Entreprises diverses,12,12,1901,1911
etsgomenouaco,"Éts Gomen-Ouaco, puis Société de Ouaco",Autres sociétés,12,12,1898,1919
oceanie,Société générale de l’Océanie française,Autres sociétés,12,12,1901,1901
cotonnierenouvelleshebrides,"Compagnie Cotonnière des Nouvelles-Hébrides, puis Plantations réunies des Nouvelles-Hébrides",Documentation générale (par ordre chronologique); Entreprises diverses,36,11,1925,1951
navaleoceanie,Compagnie Navale de l'Océanie,Autres sociétés; Documentation générale (par ordre chronologique); Documents généraux,25,11,1909,1922
tiebaghipaagoumene,Société de la Tiébaghi à Paagoumène,Mines et métallurgie,19,11,1911,1936
cotonniereetablissementsoceanie,Société Cotonnière des Établissements français de l’Océanie,Documents généraux; Sociétés,16,11,1926,1928
kaori,Kaori,Documentation générale (par ordre chronologique),13,11,1926,1951
caledonickel,Calédonickel,Documentation générale (par ordre chronologique); Mines et métallurgie,20,10,1937,1964
navalecommercialeoceanie,Compagnie navale et commerciale de l'Océanie,Autres sociétés,18,10,1931,1933
