person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
guesde-p,Guesde,P. GUESDE; P. Guesde; P. Guesde. 34; P. Guesde. 7; Pierre GUESDE; Pierre Guesde,45,45,93,administrateur,1890,1971,"Autres industries alimentaires; Banque, gérance, assurances…; Café, thé, épices, coco, quinquina, vanille; Commerce; Documents généraux (par ordre chronologique); Eau et assainissement, électricité (Utilities); Groupes indochinois et dirigeants d'affaires diverses; Héveas et caoutchouc; Mines; Pêche et produits de la mer; Sociétés foncières et immobilières; Transports fluviaux, maritimes et aériens. Ports, phares"
homberg-o,Homberg,O. Homberg; OCTAVE HOMBERG; Octave Homberg,29,29,72,administrateur,1890,1955,"Autres industries alimentaires; Banque, gérance, assurances…; Bois, meubles, papier, allumettes; Bâtiment-travaux publics, matériaux de construction, céramiques; Cuirs et textiles; Documents généraux (par ordre chronologique); Eau et assainissement, électricité (Utilities); Héveas et caoutchouc; Industries diverses; Mines; Transports fluviaux, maritimes et aériens. Ports, phares; Transports terrestres et garages"
laurent-j,Laurent,J. E. P. Laurent; J. LAURENT; J. Laurent; J.-E.-P. Laurent; Jean LAURENT; Jean Laurent,29,26,48,administrateur,1887,1971,"Autres industries alimentaires; Banque, gérance, assurances…; Bois, meubles, papier, allumettes; Café, thé, épices, coco, quinquina, vanille; Commerce; Documents généraux (par ordre chronologique); Groupes indochinois et dirigeants d'affaires diverses; Héveas et caoutchouc; Sociétés foncières et immobilières; Sociétés françaises ou à participation française"
rueff-g,Rueff,G. RUEFF; G. Rueff; Gaston Rueff,21,21,52,administrateur,1887,1971,"Autres industries alimentaires; Commerce; Documents généraux (par ordre chronologique); Groupes indochinois et dirigeants d'affaires diverses; Héveas et caoutchouc; Métallurgie, constructions mécaniques, électriques, navales; Sociétés foncières et immobilières; Transports fluviaux, maritimes et aériens. Ports, phares"
fontaine-l,Fontaine,L. FONTAINE; L. Fontaine; Lucien Fontaine; Léonard Fontaine,21,21,31,administrateur,1890,1955,"Autres industries alimentaires; Banque, gérance, assurances…; Commerce; Cuirs et textiles; Documents généraux (par ordre chronologique); Groupes indochinois et dirigeants d'affaires diverses; Industries diverses; Mines; Transports fluviaux, maritimes et aériens. Ports, phares"
denis-e,Denis,E. DENIS; E. Denis; Etienne Denis; Étienne DENIS; Étienne Denis,20,20,50,president,1887,1971,"Autres industries alimentaires; Commerce; Documents généraux (par ordre chronologique); Eau et assainissement, électricité (Utilities); Groupes indochinois et dirigeants d'affaires diverses; Mines; Rizières, rizeries, négoce de riz et autres céréales; Transports fluviaux, maritimes et aériens. Ports, phares"
carrere-g,Carrère,Carrère; Carrère. 4; G. CARRÈRE; G. Carrère; Georges Carrère; Georges Carrère °,20,20,31,administrateur,1919,1971,"Bois, meubles, papier, allumettes; Bâtiment-travaux publics, matériaux de construction, céramiques; Documents généraux (par ordre chronologique); Héveas et caoutchouc; Sociétés foncières et immobilières; Sociétés françaises ou à participation française"
de-laboulaye-e,de Laboulaye,Édouard de LABOULAYE; Édouard de Laboulaye,21,20,30,administrateur,1887,1971,"Autres industries alimentaires; Café, thé, épices, coco, quinquina, vanille; Documents généraux (par ordre chronologique); Eau et assainissement, électricité (Utilities); Groupes indochinois et dirigeants d'affaires diverses; Héveas et caoutchouc; Métallurgie, constructions mécaniques, électriques, navales; Sociétés françaises ou à participation française; Transports fluviaux, maritimes et aériens. Ports, phares"
launay-l,Launay,L. Launay; Lucien Launay,18,18,32,administrateur,1890,1948,"Banque, gérance, assurances…; Bois, meubles, papier, allumettes; Documents généraux (par ordre chronologique); Groupes indochinois et dirigeants d'affaires diverses; Héveas et caoutchouc"
mazet-e,Mazet,E. MAZET; E. Mazet; Édouard Mazet; Émilien Mazet,18,17,28,administrateur,1887,1953,"Autres industries alimentaires; Bâtiment-travaux publics, matériaux de construction, céramiques; Documents généraux (par ordre chronologique); Héveas et caoutchouc; Pêche et produits de la mer; Rizières, rizeries, négoce de riz et autres céréales; Sociétés foncières et immobilières; Sociétés françaises ou à participation française"
de-flers-f,de Flers,François de FLERS; François de Flers,19,17,23,administrateur,1929,1971,"Bois, meubles, papier, allumettes; Documents généraux (par ordre chronologique); Héveas et caoutchouc; Mines; Sociétés françaises ou à participation française"
bernard-p,Bernard,P. Bernard; Paul BERNARD; Paul Bernard; Paul-Henri Bernard,17,16,39,administrateur,1887,1971,"Banque, gérance, assurances…; Café, thé, épices, coco, quinquina, vanille; Commerce; Documents généraux (par ordre chronologique); Eau et assainissement, électricité (Utilities); Héveas et caoutchouc; Mines; Transports fluviaux, maritimes et aériens. Ports, phares"
bernard-f,Bernard,F. Bernard; Fernand Bernard,16,16,30,administrateur,1890,1953,"Banque, gérance, assurances…; Café, thé, épices, coco, quinquina, vanille; Documents généraux (par ordre chronologique); Groupes indochinois et dirigeants d'affaires diverses; Héveas et caoutchouc; Industries diverses; Transports fluviaux, maritimes et aériens. Ports, phares; Transports terrestres et garages"
simoni-p,Simoni,P. SIMONI; P. Simoni; Paul Simoni; Simoni,16,16,26,administrateur,1890,1938,"Banque, gérance, assurances…; Bois, meubles, papier, allumettes; Commerce; Cuirs et textiles; Documents généraux (par ordre chronologique); Eau et assainissement, électricité (Utilities); Héveas et caoutchouc; Mines; Transports fluviaux, maritimes et aériens. Ports, phares"
lasseigne-l,Lasseigne,L. Lasseigne; Lasseigne; Lucien Lasseigne,16,16,17,administrateur,1928,1971,"Bois, meubles, papier, allumettes; Documents généraux (par ordre chronologique); Héveas et caoutchouc; Sociétés foncières et immobilières; Transports terrestres et garages"
thion-de-la-chaume-r,Thion de la Chaume,René Thion de La Chaume; René Thion de la Chaume; René-Jules Thion de la Chaume; Robert THION de la CHAUME; Robert Thion de la Chaume,15,15,20,administrateur,1887,1954,Cuirs et textiles; Documents généraux (par ordre chronologique); Héveas et caoutchouc; Mines; Transports terrestres et garages
fontaine-a,Fontaine,A. R. Fontaine; A.-R. Fontaine; A.R. Fontaine; André Fontaine; Auguste-Raphaël Fontaine,14,14,33,administrateur,1890,1938,"Autres industries alimentaires; Banque, gérance, assurances…; Documents généraux (par ordre chronologique); Héveas et caoutchouc; Industries diverses; Mines"
mazet-j,Mazet,J. MAZET; J. Mazet; J.-M. Mazet; Jean Mazet,13,13,29,administrateur,1900,1971,"Commerce; Documents généraux (par ordre chronologique); Hôtellerie, tourisme; Rizières, rizeries, négoce de riz et autres céréales; Sociétés foncières et immobilières"
caffort-l,Caffort,L. CAFFORT; L. Caffort; Louis Caffort; Léon Caffort,13,13,25,administrateur,1890,1971,"Bois, meubles, papier, allumettes; Café, thé, épices, coco, quinquina, vanille; Documents généraux (par ordre chronologique); Héveas et caoutchouc; Mines; Métallurgie, constructions mécaniques, électriques, navales; Sociétés foncières et immobilières"
boyaval-l,Boyaval,L. Boyaval; Louis BOYAVAL; Louis Boyaval,13,13,24,administrateur,1890,1971,Autres industries alimentaires; Documents généraux (par ordre chronologique); Héveas et caoutchouc; Industries diverses
baudouin-p,Baudouin,P. Baudouin; Paul BAUDOUIN; Paul Baudouin,13,13,24,administrateur,1887,1964,"Autres industries alimentaires; Bâtiment-travaux publics, matériaux de construction, céramiques; Documents généraux (par ordre chronologique); Eau et assainissement, électricité (Utilities); Héveas et caoutchouc; Mines; Sociétés françaises ou à participation française; Sports"
furiet-c,Furiet,C. FURIET; C. Furiet; Ch FURIET; Ch. Furiet; Charles FURIET; Charles Furiet; Furiet,12,12,27,administrateur,1924,1971,"Bois, meubles, papier, allumettes; Cinémas et théâtres de l'Indochine (du nord au sud); Commerce; Documents généraux (par ordre chronologique); Héveas et caoutchouc; Sociétés françaises ou à participation française"
brard-r,Brard,René Brard,12,12,25,administrateur,1887,1971,Documents généraux (par ordre chronologique); Mines
maxime-robert-j,Maxime-Robert,J. Maxime-Robert; Jean Maxime- Robert; Jean Maxime-Robert; Maxime-Robert,12,12,25,administrateur,1940,1971,"Banque, gérance, assurances…; Bois, meubles, papier, allumettes; Cinémas et théâtres de l'Indochine (du nord au sud); Documents généraux (par ordre chronologique); Eau et assainissement, électricité (Utilities); Transports fluviaux, maritimes et aériens. Ports, phares"
petithuguenin-p,Petithuguenin,P. Petithuguenin; PETITHUGUENIN; Paul Petithuguenin; Petithuguenin,12,12,23,administrateur,1929,1971,"Café, thé, épices, coco, quinquina, vanille; Documents généraux (par ordre chronologique); Héveas et caoutchouc; Sociétés foncières et immobilières; Transports fluviaux, maritimes et aériens. Ports, phares"
grammont-m,Grammont,Marthe Grammont; Maxime Grammont; Maxime-Ernest Grammont,12,12,16,administrateur,1890,1971,"Autres industries alimentaires; Banque, gérance, assurances…; Café, thé, épices, coco, quinquina, vanille; Documents généraux (par ordre chronologique); Métallurgie, constructions mécaniques, électriques, navales; Sociétés foncières et immobilières"
grammont,Grammont,Grammont,12,12,15,administrateur,1890,1947,"Banque, gérance, assurances…; Café, thé, épices, coco, quinquina, vanille; Documents généraux (par ordre chronologique); Héveas et caoutchouc; Sociétés foncières et immobilières; Sociétés françaises ou à participation française; Transports terrestres et garages"
bussy-a,Bussy,A. Bussy; André Bussy,12,12,14,administrateur,1930,1971,"Bois, meubles, papier, allumettes; Documents généraux (par ordre chronologique); Sociétés foncières et immobilières; Sociétés françaises ou à participation française"
bouvier-r,Bouvier,René BOUVIER; René Bouvier,11,11,28,administrateur,1890,1971,"Autres industries alimentaires; Bois, meubles, papier, allumettes; Café, thé, épices, coco, quinquina, vanille; Documents généraux (par ordre chronologique); Héveas et caoutchouc; Industries diverses"
maspero-g,Maspero,G. MASPERO; G. Maspero; Georges Maspero,11,11,20,administrateur,1890,1943,"Banque, gérance, assurances…; Bois, meubles, papier, allumettes; Café, thé, épices, coco, quinquina, vanille; Documents généraux (par ordre chronologique); Eau et assainissement, électricité (Utilities); Sociétés foncières et immobilières; Sociétés françaises ou à participation française"
lionel-marie-j,Lionel-Marie,J. Lionel- Marie; J. Lionel-Marie; Jules Lionel-Marie,11,11,16,administrateur,1890,1953,"Café, thé, épices, coco, quinquina, vanille; Documents généraux (par ordre chronologique); Héveas et caoutchouc; Plantations à participation française"
outrey-e,Outrey,E. Outrey; Ernest Outrey,11,11,14,administrateur,1890,1940,"Documents généraux (par ordre chronologique); Eau et assainissement, électricité (Utilities); Héveas et caoutchouc; Sociétés foncières et immobilières"
rauzy-p,Rauzy,P. Rauzy; Paul RAUZY [†]; Paul Rauzy; Pierre Rauzy,10,10,33,administrateur,1887,1993,"Documents généraux (par ordre chronologique); Industries diverses; Rizières, rizeries, négoce de riz et autres céréales"
engeringh-c,Engeringh,C. Engeringh; Ch. Engeringh; Charles Engeringh,10,10,33,administrateur,1912,1933,"Café, thé, épices, coco, quinquina, vanille; Héveas et caoutchouc; Plantations à participation française"
giscard-d-estaing-e,Giscard d'Estaing,E. GISCARD D'ESTAING; E. GISCARD d'ESTAING; E. Giscard d'Estaing; Edmond GISCARD d'ESTAING; Edmond Giscard d'Estaing,10,10,31,president,1900,1971,"Autres industries alimentaires; Banque, gérance, assurances…; Documents généraux (par ordre chronologique); Héveas et caoutchouc; Industries diverses; Mines; Transports fluviaux, maritimes et aériens. Ports, phares"
worms-e,Worms,E. Worms; Éd Worms; Édouard Worms,10,10,27,administrateur,1887,1993,"Documents généraux (par ordre chronologique); Rizières, rizeries, négoce de riz et autres céréales"
lis-a,Lis,A. Lis; André Lis,10,10,26,administrateur,1900,1971,"Commerce; Documents généraux (par ordre chronologique); Héveas et caoutchouc; Rizières, rizeries, négoce de riz et autres céréales; Transports terrestres et garages"
