company_id,name,sectors,n_ties,n_directors,first_year,last_year
banqueindochine,Banque de l’Indochine,"Banque, gérance, assurances…; Documents généraux (par ordre chronologique)",183,98,1887,1948
indochinoiseculturestropicales,Société Indochinoise des Cultures tropicales,Documents généraux (par ordre chronologique); Héveas et caoutchouc,136,73,1890,1954
unioncommercialeindochinoiseafricaine,L'Union commerciale indochinoise et africaine,Commerce; Documents généraux (par ordre chronologique),229,64,1887,1971
rizeriesextremeorient,Rizeries d'Extrême-Orient,"Documents généraux (par ordre chronologique); Rizières, rizeries, négoce de riz et autres céréales",85,50,1890,1993
banquefrancochinoisecommerceindustrie,Banque franco-chinoise pour le commerce et l'industrie,Documents généraux (par ordre chronologique); Sociétés françaises ou à participation française,88,48,1937,1951
caoutchoucspadang,Compagnie des Caoutchoucs de Padang,Documents généraux (par ordre chronologique); Héveas et caoutchouc,132,46,1890,1953
distilleriesindochine,Distilleries de l’Indochine,Autres industries alimentaires; Documents généraux (par ordre chronologique),144,44,1890,1953
charbonnagestonkin,Charbonnages du Tonkin,Documents généraux (par ordre chronologique); Mines,83,44,1890,1971
banqueindustriellechine,La Banque industrielle de Chine,Documents généraux (par ordre chronologique); Sociétés françaises ou à participation française,59,44,1915,1937
indochinoiseelectricite,Société Indochinoise d'électricité,"Documents généraux (par ordre chronologique); Eau et assainissement, électricité (Utilities)",125,42,1890,1971
tramways,Compagnie Générale Française de Tramways,Documents généraux (par ordre chronologique); Transports terrestres et garages,127,41,1890,1971
cheminsferindochineyunnan,Compagnie française des Chemins de fer de l'Indochine et du Yunnan,Documents généraux (par ordre chronologique); Transports terrestres et garages,97,41,1890,1971
etudesexploitationsminieresindochine,Société d'Études et d'exploitations minières de l’Indochine,Documents généraux (par ordre chronologique); Mines,87,41,1890,1971
messageriesfluvialescochinchine,Messageries fluviales de Cochinchine,Documents généraux (par ordre chronologique); Groupes indochinois et dirigeants d'affaires diverses,152,40,1881,1955
etainswolframtonkin,"Étains et wolfram du Tonkin, puis Compagnie immobilière et financière Ewoto",Documents généraux (par ordre chronologique); Mines,83,40,1890,1971
oxygeneacetyleneextremeorient,Société d’Oxygène et d’acétylène d’Extrême-Orient,Documents généraux (par ordre chronologique); Industries diverses,68,40,1890,1971
chargeursextremeorient,Chargeurs d'Extrême-Orient,"Documents généraux (par ordre chronologique); Transports fluviaux, maritimes et aériens. Ports, phares",94,39,1915,1929
